time,ax,ay,az,wx,wy,wz,activity Label,activity
0.0,-0.7303466796875,-0.668701171875,0.14208984375,1.5548780487804879,1.8597560975609757,1.4634146341463417,3,Knocking
0.0,-0.7291259765625,-0.6683349609375,0.141357421875,2.4695121951219514,1.3719512195121952,1.7987804878048783,3,Knocking
0.0,-0.7281494140625,-0.6678466796875,0.1416015625,2.8963414634146343,1.0060975609756098,1.676829268292683,3,Knocking
0.0,-0.7265625,-0.6654052734375,0.14306640625,3.1402439024390247,0.9146341463414634,1.4939024390243905,3,Knocking
0.067,-0.725341796875,-0.6646728515625,0.14306640625,3.048780487804878,1.0975609756097562,1.4329268292682928,3,Knocking
0.067,-0.7255859375,-0.663818359375,0.144287109375,2.682926829268293,1.676829268292683,1.4329268292682928,3,Knocking
0.068,-0.725830078125,-0.6634521484375,0.1435546875,2.378048780487805,2.103658536585366,1.4939024390243905,3,Knocking
0.068,-0.7274169921875,-0.664794921875,0.1431884765625,1.676829268292683,2.408536585365854,1.25,3,Knocking
0.069,-0.7276611328125,-0.6646728515625,0.143310546875,1.4634146341463417,2.3170731707317076,1.2195121951219514,3,Knocking
0.07,-0.728759765625,-0.6658935546875,0.142333984375,1.128048780487805,2.0121951219512195,1.0975609756097562,3,Knocking
0.177,-0.7296142578125,-0.665771484375,0.1431884765625,0.9146341463414634,1.8597560975609757,1.1585365853658538,3,Knocking
0.177,-0.72900390625,-0.6646728515625,0.1417236328125,0.5182926829268293,1.7378048780487807,1.2804878048780488,3,Knocking
0.178,-0.72802734375,-0.6650390625,0.1431884765625,-7.865853658536586,1.707317073170732,1.2804878048780488,3,Knocking
0.178,-0.7275390625,-0.6650390625,0.142578125,-8.048780487804878,1.707317073170732,1.1585365853658538,3,Knocking
0.18,-0.7259521484375,-0.665283203125,0.1427001953125,-8.414634146341465,1.707317073170732,0.8231707317073171,3,Knocking
0.287,-0.7254638671875,-0.6654052734375,0.1417236328125,-8.384146341463415,1.8902439024390245,0.5487804878048781,3,Knocking
0.288,-0.726806640625,-0.6651611328125,0.1414794921875,-8.597560975609756,2.347560975609756,0.6402439024390244,3,Knocking
0.288,-0.72607421875,-0.6650390625,0.1707763671875,-8.658536585365855,2.4695121951219514,1.1585365853658538,3,Knocking
0.397,-0.7279052734375,-0.6697998046875,0.1409912109375,-8.689024390243903,2.713414634146342,1.402439024390244,3,Knocking
0.397,-0.7308349609375,-0.6700439453125,0.1429443359375,-7.896341463414635,2.347560975609756,1.4939024390243905,3,Knocking
0.397,-0.732421875,-0.6676025390625,0.1409912109375,1.25,1.4329268292682928,2.5914634146341466,3,Knocking
0.398,-0.730224609375,-0.663330078125,0.1693115234375,1.402439024390244,1.0975609756097562,2.987804878048781,3,Knocking
0.399,-0.7291259765625,-0.6627197265625,0.16943359375,0.3353658536585366,1.524390243902439,2.682926829268293,3,Knocking
0.399,-0.7296142578125,-0.661865234375,0.1680908203125,-8.048780487804878,1.829268292682927,2.225609756097561,3,Knocking
0.4,-0.7303466796875,-0.66259765625,0.1669921875,-9.207317073170733,2.0426829268292686,1.25,3,Knocking
0.402,-0.7308349609375,-0.66357421875,0.1663818359375,-9.634146341463415,1.8902439024390245,0.8841463414634148,3,Knocking
0.507,-0.7314453125,-0.6649169921875,0.1658935546875,-10.03048780487805,1.4329268292682928,0.7317073170731708,3,Knocking
0.507,-0.73095703125,-0.6663818359375,0.165283203125,-10.152439024390246,1.1585365853658538,1.0365853658536586,3,Knocking
0.508,-0.7303466796875,-0.6695556640625,0.1649169921875,-10.27439024390244,0.9756097560975611,1.829268292682927,3,Knocking
0.508,-0.7294921875,-0.67138671875,0.1663818359375,-9.573170731707318,0.9756097560975611,2.0121951219512195,3,Knocking
0.51,-0.7298583984375,-0.6702880859375,0.16552734375,-8.628048780487806,0.9451219512195123,2.073170731707317,3,Knocking
0.617,-0.72998046875,-0.6678466796875,0.1639404296875,0.06097560975609757,1.0670731707317074,2.225609756097561,3,Knocking
0.619,-0.7294921875,-0.6673583984375,0.1632080078125,0.030487804878048783,1.3719512195121952,2.1951219512195124,3,Knocking
0.619,-0.7296142578125,-0.665771484375,0.1629638671875,-7.926829268292684,1.7987804878048783,2.164634146341464,3,Knocking
0.62,-0.7301025390625,-0.66552734375,0.1632080078125,-8.01829268292683,2.0121951219512195,2.164634146341464,3,Knocking
0.62,-0.7310791015625,-0.6668701171875,0.1640625,-7.957317073170732,1.981707317073171,2.347560975609756,3,Knocking
0.621,-0.731201171875,-0.6669921875,0.1641845703125,0.09146341463414635,1.7987804878048783,2.408536585365854,3,Knocking
0.73,-0.7305908203125,-0.667236328125,0.1640625,0.6402439024390244,1.5548780487804879,2.3170731707317076,3,Knocking
0.731,-0.7314453125,-0.6666259765625,0.1632080078125,1.0060975609756098,1.5853658536585367,2.2865853658536586,3,Knocking
0.731,-0.7314453125,-0.6639404296875,0.1614990234375,1.4634146341463417,2.0426829268292686,2.6219512195121952,3,Knocking
0.731,-0.7327880859375,-0.6636962890625,0.1622314453125,1.3414634146341464,2.4695121951219514,2.9268292682926833,3,Knocking
0.732,-0.7034912109375,-0.6627197265625,0.163818359375,1.402439024390244,2.8353658536585367,3.1402439024390247,3,Knocking
0.838,-0.7042236328125,-0.6627197265625,0.164306640625,1.4939024390243905,2.713414634146342,3.0182926829268295,3,Knocking
0.838,-0.7042236328125,-0.6617431640625,0.163330078125,1.7682926829268295,2.3170731707317076,2.7439024390243905,3,Knocking
0.839,-0.7042236328125,-0.6617431640625,0.163330078125,1.7987804878048783,2.073170731707317,2.4695121951219514,3,Knocking
0.839,-0.7037353515625,-0.6605224609375,0.163818359375,2.1341463414634148,1.8597560975609757,2.1341463414634148,3,Knocking
0.839,-0.7042236328125,-0.6605224609375,0.163818359375,2.164634146341464,1.8902439024390245,2.103658536585366,3,Knocking
0.841,-0.7337646484375,-0.661865234375,0.1639404296875,1.8902439024390245,1.9207317073170733,1.9512195121951221,3,Knocking
0.947,-0.70361328125,-0.6636962890625,0.16650390625,2.103658536585366,1.981707317073171,1.5853658536585367,3,Knocking
0.947,-0.7081298828125,-0.6612548828125,0.167724609375,3.536585365853659,1.6463414634146343,1.7378048780487807,3,Knocking
0.948,-0.71044921875,-0.6590576171875,0.16650390625,-3.8719512195121957,1.1890243902439026,2.347560975609756,3,Knocking
0.948,-0.7103271484375,-0.6214599609375,0.1624755859375,2.9268292682926833,0.5792682926829269,2.8353658536585367,3,Knocking
0.95,-0.7093505859375,-0.621337890625,0.16357421875,1.402439024390244,0.3353658536585366,2.804878048780488,3,Knocking
